Student_ID,Attendance_Pct,AMCAT_Logical,AMCAT_Quant,AMCAT_Verbal,AMCAT_Domain,Score_10th,Score_12th_Diploma,Active_Backlogs,Portal_Logins_Per_Month,Housing,Commute_Time_Mins,OS_CIE,DBMS_CIE,SE_CIE,MDM_CIE,Entrepreneurship_CIE,ICSR_CIE,Risk_Level
STU22953,80,651,641,578,625,62,67,0,18,Hosteller,13,40,31,40,39,40,39,SAFE
STU22954,63,301,315,329,284,66,62,2,2,Hosteller,51,18,22,25,21,23,17,CRITICAL
STU22955,99,732,702,754,701,68,68,0,22,Day-Scholar,84,48,49,46,40,41,51,SAFE
STU22956,81,578,541,576,550,94,64,0,18,Hosteller,36,30,34,32,33,27,38,SAFE
STU22957,98,761,731,784,759,83,66,0,27,Hosteller,65,57,54,52,56,52,46,SAFE
STU22958,72,454,523,514,472,64,62,1,15,Hosteller,32,38,45,38,39,43,40,SAFE
STU22959,96,660,653,694,731,75,78,0,30,Hosteller,79,49,43,44,51,41,45,SAFE
STU22960,76,484,482,489,484,67,56,0,17,Day-Scholar,106,40,41,40,38,42,39,SAFE
STU22961,69,439,419,427,491,71,73,1,24,Hosteller,90,47,37,43,43,36,46,SAFE
STU22962,36,375,334,393,415,45,52,4,8,Day-Scholar,21,27,18,22,19,18,23,CRITICAL
STU22963,65,585,569,591,509,77,76,0,18,Day-Scholar,57,39,42,37,36,42,41,SAFE
STU22964,81,682,699,689,692,76,60,0,13,Day-Scholar,46,34,37,33,35,36,30,SAFE
STU22965,66,638,574,611,628,87,75,0,20,Day-Scholar,94,47,43,42,42,46,41,SAFE
STU22966,81,776,693,778,707,91,57,0,26,Hosteller,27,49,58,49,48,52,49,SAFE
STU22967,46,401,416,459,403,56,68,1,8,Hosteller,33,17,10,12,9,10,13,CRITICAL
STU22968,80,568,531,524,609,69,65,0,11,Day-Scholar,12,40,39,34,35,39,31,SAFE
STU22969,69,595,548,529,585,93,91,0,24,Day-Scholar,53,43,39,39,36,43,39,SAFE
STU22970,88,796,734,711,709,67,78,0,45,Hosteller,29,52,45,41,48,46,51,SAFE
STU22971,35,406,408,483,436,45,56,5,7,Day-Scholar,32,34,36,24,27,30,25,CRITICAL
STU22972,65,646,655,671,658,80,65,0,22,Day-Scholar,108,41,31,37,42,34,32,SAFE
STU22973,96,775,773,746,692,61,73,0,33,Hosteller,112,42,50,51,40,49,49,SAFE
STU22974,83,854,764,845,821,72,92,0,32,Day-Scholar,70,50,49,55,52,57,52,SAFE
STU22975,84,415,478,428,475,70,69,0,25,Hosteller,85,35,39,34,31,33,37,SAFE
STU22976,82,592,629,669,597,61,88,0,22,Hosteller,67,38,45,42,37,38,39,SAFE
STU22977,52,345,288,343,275,75,70,2,7,Day-Scholar,75,15,7,16,13,7,6,CRITICAL
STU22978,70,483,557,485,567,93,55,0,19,Day-Scholar,78,34,42,43,42,39,38,SAFE
STU22979,74,437,439,425,443,91,66,0,20,Day-Scholar,21,37,42,45,40,42,41,SAFE
STU22980,74,456,435,409,441,84,66,0,20,Day-Scholar,72,39,43,43,41,42,43,SAFE
STU22981,85,487,455,467,495,76,72,1,17,Day-Scholar,80,29,33,29,37,36,36,SAFE
STU22982,84,389,404,485,452,76,81,1,16,Day-Scholar,112,42,48,39,43,49,48,SAFE
STU22983,65,646,699,639,618,94,86,0,13,Day-Scholar,51,37,41,41,48,48,41,SAFE
STU22984,84,404,449,433,436,85,91,0,15,Day-Scholar,58,38,37,36,40,46,34,SAFE
STU22985,87,900,900,900,900,72,58,0,22,Hosteller,113,52,52,56,57,52,49,SAFE
STU22986,42,325,351,318,318,46,54,3,8,Hosteller,76,26,26,25,25,21,17,CRITICAL
STU22987,71,453,471,454,404,78,79,0,12,Hosteller,94,37,45,37,39,45,41,SAFE
STU22988,77,560,574,544,621,67,91,0,23,Hosteller,57,36,39,38,34,36,37,SAFE
STU22989,95,759,707,759,691,76,61,0,45,Day-Scholar,63,48,42,43,43,46,46,SAFE
STU22990,79,380,406,427,413,76,83,1,14,Day-Scholar,28,40,35,42,41,34,35,SAFE
STU22991,67,465,414,447,456,76,74,0,18,Day-Scholar,108,27,30,36,32,28,34,SAFE
STU22992,92,871,883,864,841,62,66,0,25,Hosteller,72,54,46,46,47,51,44,SAFE
STU22993,65,584,587,579,557,69,70,0,21,Hosteller,27,37,39,39,35,35,34,SAFE
STU22994,69,594,587,516,502,81,81,0,13,Day-Scholar,74,39,37,40,31,41,36,SAFE
STU22995,70,400,466,461,405,75,71,1,12,Hosteller,6,44,40,38,35,45,41,SAFE
STU22996,73,414,452,402,357,77,57,0,10,Hosteller,96,28,28,25,24,34,31,WARNING
STU22997,87,900,867,877,900,77,95,0,50,Day-Scholar,99,58,59,57,53,54,60,SAFE
STU22998,81,402,414,495,456,77,88,0,19,Day-Scholar,98,45,36,47,46,46,39,SAFE
STU22999,86,869,833,826,800,71,70,0,32,Hosteller,9,46,50,39,51,42,40,SAFE
